,path,file,prerequisite
2408,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Defense of Shining Joy.md,Defense of Shining Joy,Perfection in Life
2409,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Fivefold Maiden Harmony.md,Fivefold Maiden Harmony,Heart-Brightening Presentation Style
2410,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Freeing the Fettered Dancer.md,Freeing the Fettered Dancer,Beauty in Misfortune
2411,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Freeing the Fettered Dancer.md,Freeing the Fettered Dancer,Missed Step Enlightenment
2412,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Impossible-to-Remember Party Approach.md,Impossible-to-Remember Party Approach,Easygoing Friend Approach
2413,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Lining the Road With Sugar and Wine.md,Lining the Road With Sugar and Wine,Serenity Beyond Fear
2414,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Listen to the Heart.md,Listen to the Heart,Perfection in Life
2415,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Missed Step Enlightenment.md,Missed Step Enlightenment,Beauty in Misfortune
2416,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Serenity Beyond Fear.md,Serenity Beyond Fear,Beauty in Misfortune
2417,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Serenity Beyond Fear.md,Serenity Beyond Fear,Heart-Brightening Presentation Style
2418,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Serenity Beyond Fear.md,Serenity Beyond Fear,Perfection in Life
2419,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Song of Spirit Persuasion.md,Song of Spirit Persuasion,Heart-Brightening Presentation Style
2420,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Strange Days.md,Strange Days,Impossible-to-Remember Party Approach
2421,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\The Maiden Stumbles.md,The Maiden Stumbles,Beauty in Misfortune
2422,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\The Maiden Stumbles.md,The Maiden Stumbles,Defense of Shining Joy
2423,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Performance\Unnoticed Virtuoso Encore.md,Unnoticed Virtuoso Encore,Heart-Brightening Presentation Style
2424,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Cantarella Kiss Intrigue.md,Cantarella Kiss Intrigue,Follow the Blue String
2425,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Cash and Murder Games.md,Cash and Murder Games,Shun the Smiling Lady
2426,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Coercion By Any Means.md,Coercion By Any Means,Hot-Eyed Snake Whispering
2427,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Faceless Idol Obsession.md,Faceless Idol Obsession,Handsome Boy Eyes
2428,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Faceless Idol Obsession.md,Faceless Idol Obsession,Idle Pillow Talk Approach
2429,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Freedom in Chains.md,Freedom in Chains,Ubiquitous Paramour Daydream
2430,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Gilded Cage Entrapment.md,Gilded Cage Entrapment,Hot-Eyed Snake Whispering
2431,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Handsome Boy Eyes.md,Handsome Boy Eyes,Hot-Eyed Snake Whispering
2432,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Idle Pillow Talk Approach.md,Idle Pillow Talk Approach,Life Without Compunction
2433,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Leash-and-Collar Wisdom.md,Leash-and-Collar Wisdom,Gilded Cage Entrapment
2434,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Leash-and-Collar Wisdom.md,Leash-and-Collar Wisdom,You-and-Yours Stance
2435,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\Ubiquitous Paramour Daydream.md,Ubiquitous Paramour Daydream,Cash and Murder Games
2436,D:/Games Notes/Exalted Scripture Understanding\Charms\Sidereals\House of Serenity\Socialize\You-and-Yours Stance.md,You-and-Yours Stance,Hot-Eyed Snake Whispering
2437,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Ages-Echoing Wisdom.md,Ages-Echoing Wisdom,Efficient Craftsman Technique
2438,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Ages-Echoing Wisdom.md,Ages-Echoing Wisdom,Sublime Transference
2439,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Clay and Breath Practice.md,Clay and Breath Practice,Copper Spider Conception
2440,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Copper Spider Conception.md,Copper Spider Conception,Dragon Soul Emergence
2441,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Dragon Soul Emergence.md,Dragon Soul Emergence,Ages-Echoing Wisdom
2442,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Dual Magnus Prana.md,Dual Magnus Prana,Charms/Dragon-Blooded/Occult/Terrestrial Circle Sorcery
2443,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Dual Magnus Prana.md,Dual Magnus Prana,Wonder-Forging Genius
2444,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Efficient Craftsman Technique.md,Efficient Craftsman Technique,Tireless Workhorse Method
2445,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Exegesis of the Distilled Form.md,Exegesis of the Distilled Form,Unwinding Gyre Meditation
2446,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\God-Forge Within.md,God-Forge Within,Spirit-Gathering Industry
2447,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Spirit-Gathering Industry.md,Spirit-Gathering Industry,Clay and Breath Practice
2448,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Spirit-Stoking Elevation.md,Spirit-Stoking Elevation,Exegesis of the Distilled Form
2449,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Sublime Transference.md,Sublime Transference,Arete-Shifting Prana
2450,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Summit-Piercing Touch.md,Summit-Piercing Touch,Ages-Echoing Wisdom
2451,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Sun-Heart Tenacity.md,Sun-Heart Tenacity,God-Forge Within
2452,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Supreme Celestial Focus.md,Supreme Celestial Focus,Arete-Shifting Prana
2453,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Unwinding Gyre Meditation.md,Unwinding Gyre Meditation,Spirit-Gathering Industry
2454,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Vice-Miracle Technique.md,Vice-Miracle Technique,Summit-Piercing Touch
2455,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Wonder-Forging Genius.md,Wonder-Forging Genius,God-Forge Within
2456,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Efficiency\Wonder-Forging Genius.md,Wonder-Forging Genius,Vice-Miracle Technique
2457,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Blood Diamond Sweat.md,Blood Diamond Sweat,Time Heals Nothing
2458,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Breach-Healing Method.md,Breach-Healing Method,Time Heals Nothing
2459,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Celestial Reforging Technique.md,Celestial Reforging Technique,Design Beyond Limit
2460,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Chains Fall Away.md,Chains Fall Away,Red Anvils Ringing
2461,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Chaos-Resistance Preparation.md,Chaos-Resistance Preparation,Object-Strengthening Touch
2462,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Design Beyond Limit.md,Design Beyond Limit,Crack-Mending Technique
2463,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Design Beyond Limit.md,Design Beyond Limit,Craftsman Needs No Tools
2464,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Divine Transcendence of Craft.md,Divine Transcendence of Craft,Supreme Perfection of Craft
2465,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Durability-Enhancing Technique.md,Durability-Enhancing Technique,Craftsman Needs No Tools
2466,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Ever-Ready Innovation Discipline.md,Ever-Ready Innovation Discipline,Thousand-Forge Hands
2467,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Object-Strengthening Touch.md,Object-Strengthening Touch,Durability-Enhancing Technique
2468,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Peerless Paragon of Craft.md,Peerless Paragon of Craft,Chains Fall Away
2469,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Peerless Paragon of Craft.md,Peerless Paragon of Craft,Craftsman Needs No Tools
2470,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Realizing the Form Supernal.md,Realizing the Form Supernal,Breach-Healing Method
2471,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Red Anvils Ringing.md,Red Anvils Ringing,Brass Scales Falling
2472,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Shattering Grasp.md,Shattering Grasp,Craftsman Needs No Tools
2473,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Supreme Perfection of Craft.md,Supreme Perfection of Craft,Peerless Paragon of Craft
2474,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Supreme Perfection of Craft.md,Supreme Perfection of Craft,Supreme Celestial Focus
2475,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\The Art of Permanence.md,The Art of Permanence,Chaos-Resistance Preparation
2476,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Thousand-Forge Hands.md,Thousand-Forge Hands,Craftsman Needs No Tools
2477,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Time Heals Nothing.md,Time Heals Nothing,Crack-Mending Technique
2478,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Words-as-Workshop Method.md,Words-as-Workshop Method,Craftsman Needs No Tools
2479,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Momentum\Words-as-Workshop Method.md,Words-as-Workshop Method,Vice-Miracle Technique
2480,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Bright-Forging Prana.md,Bright-Forging Prana,Flawless Handiwork Method
2481,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Divine Inspiration Technique.md,Divine Inspiration Technique,First Movement of the Demiurge
2482,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Divine Inspiration Technique.md,Divine Inspiration Technique,Supreme Masterwork Focus
2483,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Essence-Forging Kata.md,Essence-Forging Kata,Unbroken Image Focus
2484,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Experiential Conjuring of True Void.md,Experiential Conjuring of True Void,Flawless Handiwork Method
2485,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\First Movement of the Demiurge.md,First Movement of the Demiurge,Experiential Conjuring of True Void
2486,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Holistic Miracle Understanding.md,Holistic Miracle Understanding,Divine Inspiration Technique
2487,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Horizon-Unveiling Insight.md,Horizon-Unveiling Insight,Inspiration-Renewing Vision
2488,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Inspiration-Renewing Vision.md,Inspiration-Renewing Vision,Essence-Forging Kata
2489,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Inspiration-Renewing Vision.md,Inspiration-Renewing Vision,Supreme Masterwork Focus
2490,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Mind-Expanding Meditation.md,Mind-Expanding Meditation,Essence-Forging Kata
2491,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Supreme Masterwork Focus.md,Supreme Masterwork Focus,Flawless Handiwork Method
2492,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Triumph-Forging Eye.md,Triumph-Forging Eye,Flawless Handiwork Method
2493,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Craft\Power\Unbroken Image Focus.md,Unbroken Image Focus,Experiential Conjuring of True Void
2494,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Acting\Divinely-Inspired Performance.md,Divinely-Inspired Performance,Drama-Fueling Ardor
2495,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Acting\Drama-Fueling Ardor.md,Drama-Fueling Ardor,Master Thespian Style
2496,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Acting\Master Thespian Style.md,Master Thespian Style,Masterful Performance Exercise
2497,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Dance\Battle-Dancer Method.md,Battle-Dancer Method,Graceful Reed Dancing
2498,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Dance\Graceful Reed Dancing.md,Graceful Reed Dancing,Masterful Performance Exercise
2499,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Dance\Monk-Seducing Demon Dance.md,Monk-Seducing Demon Dance,Thousand Courtesan Ways
2500,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Dance\Shining Expression Style.md,Shining Expression Style,Graceful Reed Dancing
2501,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Dance\Winding Sinuous Motion.md,Winding Sinuous Motion,Shining Expression Style
2502,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Battle Anthem (of the Solar Exalted).md,Battle Anthem (of the Solar Exalted),Mood-Inducing Music
2503,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Divine Instrument.md,Divine Instrument,Mood-Inducing Music
2504,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Heart-Compelling Method.md,Heart-Compelling Method,Perfect Harmony Technique
2505,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Heroism-Encouraging Ballad.md,Heroism-Encouraging Ballad,Battle Anthem (of the Solar Exalted)
2506,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Mood-Inducing Music.md,Mood-Inducing Music,Perfect Harmony Technique
2507,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Perfect Harmony Technique.md,Perfect Harmony Technique,Masterful Performance Exercise
2508,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Plectral Harbinger’s Approach.md,Plectral Harbinger’s Approach,Mood-Inducing Music
2509,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Seventeen Cycles Symphony.md,Seventeen Cycles Symphony,Heart-Compelling Method
2510,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Seventeen Cycles Symphony.md,Seventeen Cycles Symphony,Plectral Harbinger’s Approach
2511,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Music and Singing\Soul-Stirring Cantata.md,Soul-Stirring Cantata,Heart-Compelling Method
2512,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Oratory\Dogmatic Contagion Discipline.md,Dogmatic Contagion Discipline,Fury Inciting Speech
2513,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Oratory\Fury Inciting Speech.md,Fury Inciting Speech,Impassioned Orator Technique
2514,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Oratory\Impassioned Orator Technique.md,Impassioned Orator Technique,Masterful Performance Exercise
2515,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Oratory\Infectious Zealotry Approach.md,Infectious Zealotry Approach,Dogmatic Contagion Discipline
2516,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Oratory\Seven Thunders Voice.md,Seven Thunders Voice,Impassioned Orator Technique
2517,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Sex\Celestial Bliss Trick.md,Celestial Bliss Trick,Thousand Courtesan Ways
2518,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Sex\Thousand Courtesan Ways.md,Thousand Courtesan Ways,Masterful Performance Exercise
2519,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Utility\Demon Wracking Shout.md,Demon Wracking Shout,Demon Wracking Shout|???
2520,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Utility\Phantom-Conjuring Performance.md,Phantom-Conjuring Performance,Masterful Performance Exercise
2521,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Utility\Phantom-Conjuring Performance.md,Phantom-Conjuring Performance,Respect-Commanding Attitude
2522,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Voice\Cunning Mimicry Technique.md,Cunning Mimicry Technique,Masterful Performance Exercise
2523,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Voice\Most Excellent Mockingbird.md,Most Excellent Mockingbird,Cunning Mimicry Technique
2524,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Voice\Splendid Magpie Approach.md,Splendid Magpie Approach,Masterful Performance Exercise
2525,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Performance\Voice\Voice-Hurling Method.md,Voice-Hurling Method,Masterful Performance Exercise
2526,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Calumny\Ripened Bitter Fruit.md,Ripened Bitter Fruit, Salon-Spider Entrapment
2527,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Calumny\Ripened Bitter Fruit.md,Ripened Bitter Fruit,Swallowtail’s Grace
2528,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Calumny\Salon-Spider Entrapment.md,Salon-Spider Entrapment, Rustling Grapevine Whispers
2529,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Calumny\Swallowtail’s Grace.md,Swallowtail’s Grace, Rustling Grapevine Whispers
2530,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Calumny\Unassuming Ornament Camouflage.md,Unassuming Ornament Camouflage, Naked Thief Style
2531,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Daring Venture\Beckon the Wandering Wolf.md,Beckon the Wandering Wolf, Seeker’s Heart Intuition
2532,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Daring Venture\Packmate Devotion.md,Packmate Devotion, Wolf-and-Dragon Bond
2533,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Daring Venture\Seeker’s Heart Intuition.md,Seeker’s Heart Intuition, Song of Sunlit Dreams
2534,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Daring Venture\Wolf-and-Dragon Bond.md,Wolf-and-Dragon Bond, Beckon the Wandering Wolf
2535,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Daring Venture\Wolf-and-Dragon Bond.md,Wolf-and-Dragon Bond,Mother-of-Beasts Mastery
2536,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Dragons Provide.md,Dragons Provide, Faith Maintains
2537,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Foundations of Sand.md,Foundations of Sand, Faith Maintains
2538,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Foundations of Sand.md,Foundations of Sand,Dragons Provide
2539,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Iniquity’s Reward.md,Iniquity’s Reward, Faith Maintains
2540,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Orison of Thunder.md,Orison of Thunder, Dragons Provide
2541,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Pasiap’s Gentle Embrace.md,Pasiap’s Gentle Embrace, Foundations of Sand
2542,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Faith's Pillar\Pasiap’s Gentle Embrace.md,Pasiap’s Gentle Embrace,Iniquity’s Reward
2543,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Demon-Slaying Zealot’s Mantra.md,Demon-Slaying Zealot’s Mantra, Righteous Enemy-Slaying Strike
2544,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Searing Wind-Razor Bolt.md,Searing Wind-Razor Bolt, Demon-Slaying Zealot’s Mantra
2545,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Standing in the Storm’s Eye.md,Standing in the Storm’s Eye, Searing Wind-Razor Bolt
2546,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Standing in the Storm’s Eye.md,Standing in the Storm’s Eye,Storm-Shield Bulwark
2547,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Storm-Shield Bulwark.md,Storm-Shield Bulwark, Seed and Salt Warding
2548,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Heavenly Typhoon\Ten Thousand Typhoon Burst.md,Ten Thousand Typhoon Burst, Searing Wind-Razor Bolt
2549,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Horizon Cleaver\Arcing Death Strike.md,Arcing Death Strike, Brilliant Reproach
2550,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Horizon Cleaver\Intemperate Tempest Fusillade.md,Intemperate Tempest Fusillade, Arcing Death Strike
2551,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Horizon Cleaver\Maelstrom-Taming Warrior’s Code.md,Maelstrom-Taming Warrior’s Code, Intemperate Tempest Fusillade
2552,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Horizon Cleaver\Maelstrom-Taming Warrior’s Code.md,Maelstrom-Taming Warrior’s Code,On Wings of Deadly Lightning
2553,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Horizon Cleaver\On Wings of Deadly Lightning.md,On Wings of Deadly Lightning, Arcing Death Strike
2554,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Imprimatur\Sibling-Humbling Placation.md,Sibling-Humbling Placation, As Two Strangers Upon the Road
2555,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Imprimatur\The Final Words of Queens.md,The Final Words of Queens, The Matchmaker’s Cockerel Stride
2556,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Imprimatur\The Matchmaker’s Cockerel Stride.md,The Matchmaker’s Cockerel Stride, Sibling-Humbling Placation
2557,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Imprimatur\Youngest Son’s Inheritance.md,Youngest Son’s Inheritance, Sibling-Humbling Placation
2558,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Perdurant Vault\Banish the Afflictions.md,Banish the Afflictions, Protect the Empress
2559,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Perdurant Vault\Banish the Afflictions.md,Banish the Afflictions,Unblemished Petal Prana
2560,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Perdurant Vault\Protect the Empress.md,Protect the Empress, Subliminal Sanctuary
2561,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Perdurant Vault\Subliminal Sanctuary.md,Subliminal Sanctuary, Clairvoyant Mirror Technique
2562,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Pyre of Legions\All-Consuming Guardian Stance.md,All-Consuming Guardian Stance,Loyalty-Kindling Warmth
2563,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Pyre of Legions\Army-Routing Aegis.md,Army-Routing Aegis,All-Consuming Guardian Stance
2564,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Pyre of Legions\Ashes Feed the Seeds.md,Ashes Feed the Seeds,Somber Pyre Conflagration
2565,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Pyre of Legions\Somber Pyre Conflagration.md,Somber Pyre Conflagration,Army-Routing Aegis
2566,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Pyre of Legions\Unstoppable Heart-Stoking Incandescence.md,Unstoppable Heart-Stoking Incandescence,Army-Routing Aegis
2567,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Sea's Verdict\Awaken the Tide.md,Awaken the Tide, From the Depths
2568,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Sea's Verdict\Awaken the Tide.md,Awaken the Tide,Lost Blade Riptide
2569,D:/Games Notes/Exalted Scripture Understanding\Items\Artifacts & Evocations\Heirlooms of Power\Sea's Verdict\From the Depths.md,From the Depths, Elemental Sheath
