,path,file,prerequisite
2605,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Herd-Assailing Gadfly.md,Herd-Assailing Gadfly,Finding the Needle’s Eye
2606,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Hunter’s Eye Precision.md,Hunter’s Eye Precision,Striking Mospid Method
2607,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Lightning Stroke Attack.md,Lightning Stroke Attack,Supreme Predator Alacrity
2608,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Octopus-and-Spider Barrage.md,Octopus-and-Spider Barrage,Wasp Sting Blur
2609,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Running Through the Herd.md,Running Through the Herd,Thousand Claw Affliction
2610,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Stinging Ichneumon Scourge.md,Stinging Ichneumon Scourge,Needle Quill Technique
2611,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Striking Mospid Method.md,Striking Mospid Method,Finding the Needle’s Eye
2612,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Supreme Predator Alacrity.md,Supreme Predator Alacrity,Unerring Fang Technique
2613,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Thousand Claw Affliction.md,Thousand Claw Affliction,Octopus-and-Spider Barrage
2614,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Toothless Pride Tactic.md,Toothless Pride Tactic,Octopus-and-Spider Barrage
2615,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Twin Fangs Strike.md,Twin Fangs Strike,Coyote-and-Badger Tactic
2616,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Twisting Moonsilver Stroke.md,Twisting Moonsilver Stroke,Agitation-of-the-Swarm Technique
2617,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Unerring Fang Technique.md,Unerring Fang Technique,Striking Mospid Method
2618,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Unhesitant Scorpion Lash.md,Unhesitant Scorpion Lash,Thousand Claw Affliction
2619,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Vexing Ape Antics.md,Vexing Ape Antics,Coyote-and-Badger Tactic
2620,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Wasp Sting Blur.md,Wasp Sting Blur,Cunning Beast-Warrior Reflexes
2621,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Offense\Weapon-Snatching Coils.md,Weapon-Snatching Coils,Finding the Needle’s Eye
2622,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Argent Whisper Cunning.md,Argent Whisper Cunning,Midnight Phantom Movement
2623,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Cryptic Unknown Beast.md,Cryptic Unknown Beast,Twisting Penumbra Veil
2624,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Elusive Prey Approach.md,Elusive Prey Approach,Midnight Phantom Movement
2625,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Flashing Steel Reversal.md,Flashing Steel Reversal,Thieving Magpie Trick
2626,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Midnight Phantom Movement.md,Midnight Phantom Movement,Skulking Rat Spirit
2627,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Night’s Swift Fang.md,Night’s Swift Fang,Unseen Predator Menace
2628,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Noonday Shadow Tread.md,Noonday Shadow Tread,Skulking Rat Spirit
2629,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Scale-Shedding Escape.md,Scale-Shedding Escape,Quicksilver Second Face
2630,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Shadow Talon Execution.md,Shadow Talon Execution,Night’s Swift Fang
2631,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Silent Swooping Owl.md,Silent Swooping Owl,Elusive Prey Approach
2632,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Stalking Shadow Hunt.md,Stalking Shadow Hunt,Silver Jaguar Pounce
2633,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Thieving Magpie Trick.md,Thieving Magpie Trick,Snake-Finger Style
2634,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Twisting Penumbra Veil.md,Twisting Penumbra Veil,Silent Swooping Owl
2635,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Subterfuge\Unseen Predator Menace.md,Unseen Predator Menace,Skulking Rat Spirit
2636,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Ant-and-Starfish Trick.md,Ant-and-Starfish Trick,Cunning Anglerfish Decoy
2637,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Cunning Anglerfish Decoy.md,Cunning Anglerfish Decoy,Bending Before the Storm
2638,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Engulfing Swarm Embrace.md,Engulfing Swarm Embrace,Cunning Anglerfish Decoy
2639,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Hungry All-Consuming Cloud.md,Hungry All-Consuming Cloud,Ant-and-Starfish Trick
2640,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Infinite Quicksilver Self.md,Infinite Quicksilver Self,Ant-and-Starfish Trick
2641,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Living Hive Transformation.md,Living Hive Transformation,Coiled Serpent Strikes
2642,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Locust-and-Starling Legion.md,Locust-and-Starling Legion,Hungry All-Consuming Cloud
2643,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Soldier Bee Tactics.md,Soldier Bee Tactics,Cunning Anglerfish Decoy
2644,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Dexterity\Swarm\Thousandfold Wasp Dance.md,Thousandfold Wasp Dance,Cunning Anglerfish Decoy
2645,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Brilliance-Drinking Approach.md,Brilliance-Drinking Approach,Memory-Drinking Meditation
2646,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Ecstatic Creator Inspiration.md,Ecstatic Creator Inspiration,Endless Ingenuity Approach
2647,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Endless Ingenuity Approach.md,Endless Ingenuity Approach,Many-Phase Insights
2648,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Ever-Mutable Prowess.md,Ever-Mutable Prowess,Protean Creator Discipline
2649,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\God-Skinning Hunter Art.md,God-Skinning Hunter Art,Manifest Miracle Forging
2650,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Implicit Design Epiphany.md,Implicit Design Epiphany,Endless Ingenuity Approach
2651,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Inchoate Wonders Realized.md,Inchoate Wonders Realized,Endless Ingenuity Approach
2652,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Inexplicable Lunar Wonders.md,Inexplicable Lunar Wonders,Manifest Miracle Forging
2653,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Manifest Miracle Forging.md,Manifest Miracle Forging,Pattern-Realizing Genius
2654,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Quenched in Legend.md,Quenched in Legend,Inchoate Wonders Realized
2655,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Shifting Skin Raiment.md,Shifting Skin Raiment,Sharing Luna’s Gifts
2656,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Silver Crucible Refinement.md,Silver Crucible Refinement,Wonder-Weaving Art
2657,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Unbound Demiurge’s Dream.md,Unbound Demiurge’s Dream,Wonder-Weaving Art
2658,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Crafting\Witch of the Forge.md,Witch of the Forge,Ecstatic Creator Inspiration
2659,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Heart's Blood\Lessons in the Blood.md,Lessons in the Blood,Memory-Drinking Meditation
2660,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Heart's Blood\Stolen Voice Echo.md,Stolen Voice Echo,Memory-Drinking Meditation
2661,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Argent Sphinx Enigma.md,Argent Sphinx Enigma,Moon-Kept Mysteries
2662,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Burning Moonfire Mind.md,Burning Moonfire Mind,Dreaming Wisdom Revelation
2663,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Counting the Elephant’s Wrinkles.md,Counting the Elephant’s Wrinkles,Moon-Kept Mysteries
2664,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Crossing Midnight’s Threshold.md,Crossing Midnight’s Threshold,Counting the Elephant’s Wrinkles
2665,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Dreaming Wisdom Revelation.md,Dreaming Wisdom Revelation,Wayfaring Sage Meditation
2666,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Flesh-Sculpting Art.md,Flesh-Sculpting Art,Bone-Mending Technique
2667,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Foxglove and Wolfsbane Alchemy.md,Foxglove and Wolfsbane Alchemy,Night’s Mercy Panacea
2668,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Midnight Soul Reprieve.md,Midnight Soul Reprieve,Counting the Elephant’s Wrinkles
2669,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Moon-Kept Mysteries.md,Moon-Kept Mysteries,Wayfaring Sage Meditation
2670,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Moonlit Cauldron Apothecary.md,Moonlit Cauldron Apothecary,Night’s Mercy Panacea
2671,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Plague-Swallowing Kiss.md,Plague-Swallowing Kiss,Night’s Mercy Panacea
2672,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Silver Blood Infusion.md,Silver Blood Infusion,Flesh-Sculpting Art
2673,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Starfish-and-Salamander Meditation.md,Starfish-and-Salamander Meditation,Moonlit Cauldron Apothecary
2674,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Tale-Spinning Mastery.md,Tale-Spinning Mastery,Wayfaring Sage Meditation
2675,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Unbound Soul Ardor.md,Unbound Soul Ardor,Moonlit Cauldron Apothecary
2676,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\Wayfaring Sage Meditation.md,Wayfaring Sage Meditation,Inevitable Genius Insight
2677,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Knowledge\What Lies in Darkness.md,What Lies in Darkness,Burning Moonfire Mind
2678,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Arcana-Devouring Beast.md,Arcana-Devouring Beast,Spell-Rending Talon
2679,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Ardent Prayers Fulfilled.md,Ardent Prayers Fulfilled,Crossroads Walker Entreaty
2680,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Argent Guardian Yantra.md,Argent Guardian Yantra,Penumbra Witch Mastery
2681,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Beast-God Apotheosis.md,Beast-God Apotheosis,Keeper of Midnight’s Gates
2682,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Beast-Soul Awakening Crucible.md,Beast-Soul Awakening Crucible,Sharing Luna’s Gifts
2683,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Cage of Horn and Sinew.md,Cage of Horn and Sinew,Ghost-Banishing Howl
2684,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Chains-of-Silver Geas.md,Chains-of-Silver Geas,Ghost-Banishing Howl
2685,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Crimson-and-Silver Rebirth.md,Crimson-and-Silver Rebirth,Sharing Luna’s Gifts
2686,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Devil-Pleasing Chiminage.md,Devil-Pleasing Chiminage,Ardent Prayers Fulfilled
2687,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Devourer of Form.md,Devourer of Form,Witch-Among-Swine Spite
2688,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Doom Brought to Heel.md,Doom Brought to Heel,Ghost-Banishing Howl
2689,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Endless Masquerade Affliction.md,Endless Masquerade Affliction,Insidious Lunar Transformation
2690,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Font of Dark Wisdoms.md,Font of Dark Wisdoms,Penumbra Witch Mastery
2691,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Ghost-Banishing Howl.md,Ghost-Banishing Howl,Keeper of Midnight’s Gates
2692,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Graveyard Hound Vigil.md,Graveyard Hound Vigil,Raiton’s Dark Auspice
2693,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Heaven-Darkening Eclipse.md,Heaven-Darkening Eclipse,Argent Guardian Yantra
2694,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Insatiable Barghest Hunt.md,Insatiable Barghest Hunt,Raiton’s Dark Auspice
2695,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Insidious Lunar Transformation.md,Insidious Lunar Transformation,Sharing Luna’s Gifts
2696,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Keeper of Midnight’s Gates.md,Keeper of Midnight’s Gates,Argent Guardian Yantra
2697,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Legion-of-Wolves Transformation.md,Legion-of-Wolves Transformation,Selkie Mantle Endowment
2698,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Otherworldly Familiar Pact.md,Otherworldly Familiar Pact,Penumbra Witch Mastery
2699,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Otherworldly Wisdom Gift.md,Otherworldly Wisdom Gift,Inevitable Genius Insight
2700,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Raiton’s Dark Auspice.md,Raiton’s Dark Auspice,Crossroads Walker Entreaty
2701,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Selkie Mantle Endowment.md,Selkie Mantle Endowment,Insidious Lunar Transformation
2702,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Sharing Luna’s Gifts.md,Sharing Luna’s Gifts,Flesh-Sculpting Art
2703,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Shrine of Midnight’s Covenant.md,Shrine of Midnight’s Covenant,Devil-Pleasing Chiminage
2704,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Silver Collar Binding.md,Silver Collar Binding,Insidious Lunar Transformation
2705,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Spell-Rending Talon.md,Spell-Rending Talon,Charms/Lunar/Intelligence/Sorcery/Terrestrial Circle Sorcery|Terrestrial Circle Sorcery
2706,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Spirit-Sealing Talisman.md,Spirit-Sealing Talisman,Cage of Horn and Sinew
2707,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Swarming Locust Punishment.md,Swarming Locust Punishment,Blood Geas Binding
2708,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Unraveling the Tapestry.md,Unraveling the Tapestry,Heaven-Darkening Eclipse
2709,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Mysticism\Witch-Among-Swine Spite.md,Witch-Among-Swine Spite,Insidious Lunar Transformation
2710,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Sorcery\Celestial Circle Sorcery.md,Celestial Circle Sorcery,Charms/Lunar/Intelligence/Sorcery/Terrestrial Circle Sorcery
2711,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Sorcery\Cloaked in Moonfire.md,Cloaked in Moonfire,Charms/Lunar/Intelligence/Sorcery/Terrestrial Circle Sorcery
2712,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Sorcery\Cosmos-Rending Fury.md,Cosmos-Rending Fury,Charms/Lunar/Intelligence/Sorcery/Celestial Circle Sorcery
2713,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Sorcery\Shadow-Hands Invocation.md,Shadow-Hands Invocation,Cloaked in Moonfire
2714,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Sorcery\Witch-Goddess Puissance.md,Witch-Goddess Puissance,Charms/Solar/Occult/Terrestrial Circle Sorcery
2715,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Argent Pack Formation.md,Argent Pack Formation,Predator’s Deadly Cunning
2716,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Dauntless Tactician’s Reversal.md,Dauntless Tactician’s Reversal,Raiton Follows After
2717,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Quicksilver Strategy Meditation.md,Quicksilver Strategy Meditation,Silver Lion Supremacy
2718,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Silver General Foresight.md,Silver General Foresight,Predator’s Deadly Cunning
2719,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Silver Lion Supremacy.md,Silver Lion Supremacy,Argent Pack Formation
2720,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Sparks-to-Fireflies Reversal.md,Sparks-to-Fireflies Reversal,Triumph-Directing Insight
2721,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Intelligence\Warfare\Triumph-Directing Insight.md,Triumph-Directing Insight,Dauntless Tactician’s Reversal
2722,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Anemones Conceal Clownfish.md,Anemones Conceal Clownfish,Seven-Veiled Visage
2723,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Argent Deceiver Smile.md,Argent Deceiver Smile,Moonlight Curtain Drawn
2724,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Cat-Eyed Enticement.md,Cat-Eyed Enticement,Moonlight Curtain Drawn
2725,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Forgotten Self Wisdom.md,Forgotten Self Wisdom,Moonlight Curtain Drawn
2726,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Inconspicuous Feral Lifestyle.md,Inconspicuous Feral Lifestyle,Labyrinth of the Beast
2727,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Labyrinth of the Beast.md,Labyrinth of the Beast,Forgotten Self Wisdom
2728,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Mind-Shattering Mystery.md,Mind-Shattering Mystery,Will-Drowning Void
2729,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\River Reflects Desire.md,River Reflects Desire,Labyrinth of the Beast
2730,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Seven-Veiled Visage.md,Seven-Veiled Visage,Argent Deceiver Smile
2731,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Silver Mask Submersion.md,Silver Mask Submersion,Labyrinth of the Beast
2732,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Guile\Will-Drowning Void.md,Will-Drowning Void,Seven-Veiled Visage
2733,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Brother-or-Duty Dilemma.md,Brother-or-Duty Dilemma,Heart-Snaring Deception
2734,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Chattering Magpie Inflection.md,Chattering Magpie Inflection,Innocuous Rumormonger Remark
2735,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Cobra’s Hypnotic Gaze.md,Cobra’s Hypnotic Gaze,Whispering Silver Serpent
2736,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Commanded to Fly.md,Commanded to Fly,Empress-Grifting Confidences
2737,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Countless Shadow-Puppets Dance.md,Countless Shadow-Puppets Dance,Ever-Present Shadow Insinuation
2738,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Coyote-Laughing Hilarity.md,Coyote-Laughing Hilarity,Fox-Tailed Trickster’s Grace
2739,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Creating-the-Wolf Attitude.md,Creating-the-Wolf Attitude,Forsaking-the-Blood Posture
2740,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Empress-Grifting Confidences.md,Empress-Grifting Confidences,Heart-Snaring Deception
2741,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Ever-Present Shadow Insinuation.md,Ever-Present Shadow Insinuation,The Shadow Who Wasn’t There
2742,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Faithless Wolf Strays.md,Faithless Wolf Strays,Brother-or-Duty Dilemma
2743,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\False Burrow Pursuit.md,False Burrow Pursuit,Empress-Grifting Confidences
2744,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\First-in-School Assumption.md,First-in-School Assumption,Wolf-Amid-the-Fold Approach
2745,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Forgetful Victim Technique.md,Forgetful Victim Technique,Cobra’s Hypnotic Gaze
2746,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Forsaking-the-Blood Posture.md,Forsaking-the-Blood Posture,Fox-Tailed Trickster’s Grace
2747,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Generosity of the Cuckoo.md,Generosity of the Cuckoo,Fox-Tailed Trickster’s Grace
2748,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Gnawing Mouse Malaise.md,Gnawing Mouse Malaise,Fox-Tailed Trickster’s Grace
2749,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Lunar\Manipulation\Influence\Grows-in-the-Telling Technique.md,Grows-in-the-Telling Technique,Heart-Snaring Deception
